name,brand,price,fret-amount,string-amount,scale,body,body-material
Dean VMNTX MSL,Dean,64.742,24,6,25.5,Flying-v,липа
FENDER SQUIER Contemporary Active Jazzmaster HH ST LRL Graphite Metallic,FENDER,64.0,22,6,25.5,Superstrat,тополь
FENDER SQUIER Contemporary Stratocaster HSS Black Metallic,FENDER,52.0,24,6,25.5,Stratocaster,тополь
Godin 028672 xtSA Lightburst Flame,Godin,177.11,22,6,25.5,Stratocaster,тополь
FENDER American Performer Stratocaster HSS RW AUBERGINE,FENDER,243.0,22,6,25.5,Stratocaster,ольха
JACKSON PRO Soloist SL7P HT Northern Lights,JACKSON,191.0,22,6,25.5,Superstrat,красное дерево
JACKSON JS12 Dinky DK Snow White,JACKSON,33.0,22,6,25.5,Superstrat,тополь
FENDER VINTERA '60s Mustang 3-Color Sunburst,FENDER,164.0,22,6,24.0,Superstrat,ольха
FENDER VINTERA '60s Mustang Lake Placid Blue,FENDER,169.0,22,6,24.0,Modern stat,ольха
FENDER American Ultra Stratocaster RW Arctic Pearl,FENDER,329.0,24,6,25.5,Superstrat,клён
FENDER American Ultra Stratocaster MN Ultraburst,FENDER,329.0,24,6,24.5,Stratocaster,ольха
Solar Guitars E2.6C,Solar,119.99,24,6,24.75,Explorer,красное дерево
ZOMBIE EDG - 45 / VBL,ZOMBIE,13.62,22,6,25.5,Modern stat,орех
DEAN VNXMT SN,DEAN,37.469,24,6,25.5,Stratocaster,клён
FENDER AM ORIG 60S TELE RW BMM,FENDER,267.0,24,6,25.5,Stratocaster,ольха
EPIPHONE SG Muse Scarlet Red Metallic,EPIPHONE,83.0,22,6,25.5,Modern stat,ольха
FENDER SQUIER Classic Vibe 60s Custom Telecaster LRL 3-Tone Sunburst,FENDER,68.0,22,6,26.5,Modern stat,клён
FENDER SQUIER Paranormal Super-Sonic LRL Ice Blue Metallic,FENDER,66.0,24,6,26.5,Superstrat,красное дерево
G&L Tribute Comanche Olympic White Jatoba,G&L,93.6,24,6,25.5,Superstrat,красное дерево
G&L Tribute Legacy Natural Ash MP,G&L,85.5,22,6,24.5,Stratocaster,красное дерево
PRS SE MARK HOLCOMB SVN HOLCOMB BURST,PRS,157.5,22,6,25.5,Stratocaster,тополь
FENDER SQUIER Contemporary Jaguar HH ST Shoreline Gold,FENDER,71.0,22,6,25.5,Superstrat,тополь
EPIPHONE Slash Les Paul November Burst,EPIPHONE,171.0,22,6,25.5,Modern stat,тополь
JACKSON X Soloist SLX DX Winter Camo,JACKSON,168.0,22,6,26.5,Stratocaster,ольха
JACKSON JS24 Dinky DKAM Black Stain,JACKSON,53.0,24,6,25.5,Stratocaster,тополь
FENDER SQUIER AFFINITY STARCASTER MN CANDY APPLE RED,FENDER,52.0,24,6,26.5,Stratocaster,клён
FENDER American PRO II Telecaster RW Shell Pink,FENDER,248.0,24,6,26.5,Stratocaster,красное дерево
IBANEZ RG565-VK,IBANEZ,106.0,24,6,26.5,Modern stat,тополь
FENDER SQUIER 40th Anniversary Jazzmaster LRL Lake Placid Blue,FENDER,88.0,22,6,25.5,Superstrat,клён
"JACKSON CUSTOM SHOP Quilt Top Soloist Masterbuilt by Pasquale Campolattano, Trans Purple Burst",JACKSON,1569.0,22,6,25.5,Stratocaster,тополь
PRS S2 CUSTOM 24 MCCARTY SUNBURST,PRS,275.4,22,6,26.5,Modern stat,ольха
DEAN MLX FM CHB,DEAN,65.266,22,6,25.5,Modern stat,красное дерево
Bosstone SG-03 BK,Bosstone,8.59,22,6,26.5,Superstrat,тополь
EPIPHONE SG Standard Alpine White,EPIPHONE,106.0,24,6,24.5,Superstrat,красное дерево
JACKSON JS32T Randy Rhoads White & Black,JACKSON,71.0,24,6,24.5,Superstrat,ольха
FENDER SQUIER Classic Vibe Late '50s Jazzmaster LRL 2-Color Sunburst,FENDER,96.0,24,6,26.5,Superstrat,клён
FENDER SQUIER BULLET Mustang HH SFG,FENDER,29.5,24,6,24.5,Stratocaster,клён
FENDER SQUIER BULLET STRAT HT HSS LR SFM,FENDER,33.0,24,6,24.5,Stratocaster,ольха
SCHECTER REAPER-6 SKY BURST,SCHECTER,81.99,22,6,26.5,Superstrat,красное дерево
YAMAHA PACIFICA 012 WH,YAMAHA,39.49,22,6,26.5,Stratocaster,агатис
MOOER GTRS P801 Green,MOOER,89.99,24,6,26.5,Modern stat,клён
SCHECTER TRADITIONAL VAN NUYS GNAT ASH,SCHECTER,88.69,22,6,24.5,Superstrat,ольха
STAGG SEL-STD BLK,STAGG,24.99,24,6,26.5,Superstrat,ольха
IBANEZ ART200FM-VLS,IBANEZ,49.0,22,6,24.75,Les paul,красное дерево
EVH STRIPE SERIES RED WITH BLACK & WHITE STRIPES,EVH,169.0,22,6,25.5,Superstrat,липа
JACKSON JS32 Dinky DKA-M Gloss Black,JACKSON,68.0,24,6,25.5,Superstrat,липа
IBANEZ ARTCORE AS53-TF,IBANEZ,43.0,24,6,24.7,Superstrat,сапеле
FENDER DELUXE NASHVILLE Telecaster MN WBL,FENDER,142.0,24,6,25.5,Telecaster,ольха
FENDER PLAYER Stratocaster MN Buttercream,FENDER,114.0,22,6,25.5,Stratocaster,ольха
Dean VMNT TERMINATE,Dean,137.506,22,6,25.5,Flying-v,красное дерево
FENDER American Performer Stratocaster RW HONEY BURST,FENDER,235.0,24,6,25.5,Stratocaster,ольха
FENDER American Performer Stratocaster HSS RW 3-COLOR SUNBURST,FENDER,243.0,22,6,25.5,Stratocaster,ольха
Cort KX100-IO KX Series,Cort,23.15,22,6,24.75,Superstrat,липа
GRETSCH G2420 Streamliner Hollow Body Aged Brooklyn Burst,GRETSCH,75.0,24,6,26.5,Stratocaster,клён
JACKSON X Kelly KEX Gloss Black,JACKSON,142.0,24,6,25.5,Explorer,тополь
JACKSON JS32Q Dinky DKA Dark Sunburst,JACKSON,76.0,24,6,25.5,Superstrat,тополь
JACKSON JS12 Dinky DK Metallic Blue,JACKSON,33.0,22,6,25.5,Superstrat,тополь
FENDER VINTERA '60s Jazzmaster Modified 3-Color Sunburst,FENDER,194.0,24,6,25.5,Stratocaster,ольха
FENDER DUO SONIC MN Tidepool,FENDER,123.0,22,6,24.0,Modern stat,ольха
FENDER JIM ROOT Jazzmaster Flat White,FENDER,274.0,22,6,24.5,Superstrat,тополь
RGD61ALA-MTR,RGD61ALA-MTR,131.0,22,6,26.5,Stratocaster,ясень
FENDER SQUIER Contemporary Telecaster RH Gunmetal Metallic,FENDER,67.0,22,6,25.5,Modern stat,клён
FENDER SQUIER Contemporary Telecaster RH Pearl White,FENDER,67.0,22,6,24.5,Superstrat,красное дерево
FENDER SQUIER Contemporary Jaguar HH ST Sky Burst Metallic,FENDER,71.0,22,6,26.5,Modern stat,ольха
CHARVEL Pro-Mod San Dimas Style 1 HSS FR Sassafras Satin Black,CHARVEL,191.0,22,6,24.5,Superstrat,тополь
JACKSON JS32Q Dinky DKA HT Transparent Green Burst,JACKSON,62.0,24,6,25.5,Modern stat,красное дерево
Cort Sunset-TC-OPBR Sunset Serie,Cort,41.42,24,6,25.5,Stratocaster,клён
FENDER Player Plus STRAT MN 3-Tone Sunburst,FENDER,156.0,22,6,24.5,Stratocaster,тополь
FENDER Player Plus TELE PF Silver Smoke,FENDER,157.0,24,6,25.5,Telecaster,тополь
FENDER Player Plus NASHVILLE TELE PF Aged Candy Apple Red,FENDER,162.0,22,6,26.5,Telecaster,ольха
FENDER SQUIER 40th Anniversary Jazzmaster LRL Olympic White,FENDER,88.0,24,6,26.5,Superstrat,тополь
GRETSCH G5260 Electromatic JET BARI Bristol Fog,GRETSCH,102.0,24,6,25.5,Superstrat,красное дерево
Solar Guitars A1.6ATG MKII,Solar,229.99,24,6,25.5,Modern stat,красное дерево
PRS SE CUSTOM 24 BONNIE PINK,PRS,126.0,24,6,24.5,Stratocaster,тополь
Schecter OMEN ELITE-6 CHAR,Schecter,61.304,22,6,26.5,Superstrat,красное дерево
Bosstone SG-06 MBL,Bosstone,14.375,22,6,24.5,Superstrat,красное дерево
ARIA STG-003-L BK,ARIA,15.79,22,6,25.5,Modern stat,тополь
ARIA 615-MK2 BKDM,ARIA,29.99,22,6,25.5,Superstrat,ольха
IBANEZ RGD3121-PRF,IBANEZ,236.0,24,6,25.5,Superstrat,липа
EPIPHONE Les Paul Classic Ebony,EPIPHONE,104.0,24,6,26.5,Stratocaster,тополь
JACKSON JS32 Randy Rhoads Ivory,JACKSON,82.0,24,6,24.5,Superstrat,красное дерево
IBANEZ JBM9999-AMM,IBANEZ,329.0,22,6,25.5,Superstrat,липа
FENDER SQUIER BULLET MUSTANG HH LRL SONIC GREY,FENDER,26.9,22,6,25.5,Superstrat,красное дерево
FENDER SQUIER Affinity Stratocaster HSS LRL NAT,FENDER,40.0,22,6,26.5,Stratocaster,красное дерево
FENDER SQUIER Classic Vibe '50s Telecaster MN Burgundy Mist,FENDER,74.0,24,6,26.5,Modern stat,клён
SCHECTER NICK JOHNSTON DS TRAD A.GREEN,SCHECTER,88.69,24,6,26.5,Stratocaster,красное дерево
SCHECTER DEMON S-II ABSN,SCHECTER,51.69,22,6,25.5,Superstrat,тополь
SCHECTER C-7 DELUXE SBK L/H,SCHECTER,44.35,24,6,26.5,Stratocaster,липа
MOOER GTRS P800 Green,MOOER,89.99,24,6,24.5,Stratocaster,клён
SCHECTER OMEN-8 LH BLK,SCHECTER,59.35,24,6,26.5,Modern stat,клён
IBANEZ AR420-VLS,IBANEZ,76.0,24,6,26.5,Stratocaster,красное дерево
LGB30-VYS,LGB30-VYS,147.0,24,6,24.7,Superstrat,клён
GIBSON LES PAUL STANDARD HP 2018 BLOOD ORANGE FADE,GIBSON,461.0,22,6,24.75,Les paul,красное дерево
IBANEZ RGA42FM-DEF,IBANEZ,52.0,22,6,25.5,Superstrat,красное дерево
Dean DECEIVER X CBK,Dean,62.102,24,6,25.5,Stratocaster,липа
FENDER SQUIER AFFINITY TELE RCG,FENDER,39.0,24,6,25.5,Telecaster,ольха
Dean MAB1,Dean,206.27,24,6,25.5,Superstrat,ольха
Dean TBX CWH,Dean,57.281,22,6,24.75,Les paul,липа
"FENDER SQUIER Stratocaster Pack Black, Gig Bag, Frontman 10G",FENDER,49.0,22,6,25.5,Stratocaster,тополь
FENDER American Performer Stratocaster HSS MN BLACK,FENDER,243.0,24,6,25.5,Stratocaster,ольха
IBANEZ RG2027XL-DTB,IBANEZ,196.0,22,6,27.0,Modern stat,липа
GRETSCH G5655TG Electromatic Center Block Junior Cadillac Green,GRETSCH,155.0,24,6,24.75,Modern stat,клён
GRETSCH G2622 Streamliner Center Block Single Barrel Stain,GRETSCH,78.0,24,6,24.75,Modern stat,тополь
JACKSON X Dinky DKAF 8 Black,JACKSON,132.0,24,6,26.0,Superstrat,красное дерево
JACKSON X Concorde CDX Gloss Black,JACKSON,131.0,24,6,25.5,Superstrat,красное дерево
FENDER SQUIER Classic Vibe 70s Stratocaster LRL Black,FENDER,62.0,22,6,25.5,Stratocaster,тополь
JACKSON JS32Q Dinky DKA Transparent Blue,JACKSON,76.0,24,6,25.5,Superstrat,тополь
JACKSON JS22 Monarkh SC Snow White,JACKSON,39.0,22,6,24.75,Les paul,нато
GIBSON SG MODERN TRANS BLACK FADE,GIBSON,428.0,24,6,24.75,Sg,красное дерево
FENDER VINTERA '70s Telecaster Deluxe Mocha,FENDER,168.0,24,6,25.5,Modern stat,ольха
GRETSCH G5232T Electromatic Double Jet FT Casino Gold,GRETSCH,119.0,22,6,26.5,Stratocaster,тополь
FENDER American Ultra Stratocaster MN Texas Tea,FENDER,329.0,22,6,24.5,Stratocaster,ольха
FENDER American Ultra Stratocaster HSS MN Texas Tea,FENDER,333.0,24,6,25.5,Stratocaster,красное дерево
FENDER American Ultra Telecaster MN Cobra Blue,FENDER,331.0,22,6,26.5,Modern stat,ольха
IBANEZ AS73G-RGF,IBANEZ,63.0,22,6,24.7,Modern stat,липа
DEAN C450F Custom floyd,DEAN,100.663,22,6,25.5,Modern stat,тополь
FENDER MUSTANG BASS PJ PF Firemist Gold,FENDER,128.0,22,6,25.5,Superstrat,ольха
EPIPHONE Uptown Kat ES Sapphire Blue Metallic,EPIPHONE,135.0,22,6,24.72,Modern stat,красное дерево
VOX SDC-1 MINI BK,VOX,26.9,24,6,26.5,Stratocaster,красное дерево
FENDER SQUIER Classic Vibe Starcaster MN Walnut,FENDER,66.0,22,6,24.5,Stratocaster,тополь
FENDER American PRO II Stratocaster MN Roasted Pine,FENDER,273.0,24,6,25.5,Superstrat,клён
FENDER American PRO II Telecaster Deluxe MN Olympic White,FENDER,267.0,22,6,26.5,Stratocaster,ольха
EPIPHONE Les Paul Standard 60s Left-Handed Iced Tea,EPIPHONE,117.0,24,6,25.5,Modern stat,тополь
EPIPHONE Extura Prophecy Purple Tiger,EPIPHONE,187.0,24,6,25.5,Stratocaster,тополь
IBANEZ AZ2204N-BK,IBANEZ,226.0,24,6,25.5,Stratocaster,клён
IBANEZ RG6PKAG-NTF,IBANEZ,182.0,24,6,25.5,Stratocaster,ольха
PRS 35th ANNIVERSARY SE CUSTOM 24 BLACK GOLDBURST,PRS,105.6,24,6,26.5,Superstrat,клён
PRS SE CUSTOM 24 SAPPHIRE,PRS,82.5,22,6,25.5,Superstrat,ольха
FENDER ULTRA LUXE Stratocaster HSS FR RW Mystic Black,FENDER,409.0,24,6,24.5,Superstrat,тополь
JACKSON X Dinky DK2X HT Snow White,JACKSON,126.0,24,6,25.5,Stratocaster,клён
JACKSON X Dinky DK2X HT Gloss Black,JACKSON,117.0,22,6,24.5,Superstrat,красное дерево
JACKSON PRO Monarkh SC Satin Black,JACKSON,171.0,22,6,24.5,Stratocaster,тополь
JACKSON JS24 Dinky DKAM Red Stain,JACKSON,53.0,22,6,24.5,Superstrat,красное дерево
FENDER SQUIER Affinity 2021 Stratocaster HSS Pack LRL Charcoal Frost Metallic,FENDER,53.0,22,6,26.5,Modern stat,тополь
FENDER Player Plus STRAT MN Olympic Pearl,FENDER,156.0,22,6,25.5,Stratocaster,клён
FENDER SQUIER Paranormal Offset Telecaster MN Olympic White,FENDER,66.0,24,6,26.5,Modern stat,ольха
FENDER Traditional 70s Stratocaster MN Natural,FENDER,203.0,24,6,24.5,Modern stat,ольха
Solar Guitars V1.6AFBB,Solar,214.99,24,6,25.5,Modern stat,красное дерево
IBANEZ RGR5221-TFR,IBANEZ,224.0,24,6,25.5,Modern stat,ольха
PRS SE CUSTOM 24 L/H FADED BLUE BURST,PRS,111.7,24,6,25.5,Modern stat,красное дерево
Bosstone LP-6 WH,Bosstone,17.248,22,6,26.5,Superstrat,тополь
ARIA 714-JH MBWH,ARIA,22.99,24,6,26.5,Modern stat,ольха
ARIA PE-480 SEBL,ARIA,39.99,22,6,25.5,Superstrat,клён
ARIA STG-003SPL VW,ARIA,14.99,24,6,25.5,Superstrat,клён
ARIA STG-MINI BK,ARIA,14.99,24,6,24.5,Modern stat,клён
GRETSCH G2655 Streamliner Center Jr. DC Forge Glow Maple,GRETSCH,80.0,24,6,25.5,другая форма,ламинат
EPIPHONE Les Paul Melody Maker E1 Sunset Yellow,EPIPHONE,33.0,22,6,24.5,Modern stat,тополь
IBANEZ AZES40-PPK,IBANEZ,41.0,22,6,25.5,Stratocaster,тополь
EPIPHONE Les Paul Studio Ebony,EPIPHONE,98.0,22,6,25.5,Stratocaster,тополь
JACKSON JS32 Kelly Snow White,JACKSON,70.0,24,6,25.5,Explorer,тополь
JACKSON X King V KVX-MG7 Satin Black,JACKSON,199.0,24,6,25.5,Superstrat,тополь
JACKSON X Soloist SLX DX Satin Black,JACKSON,140.0,22,6,25.5,Stratocaster,красное дерево
FENDER SQUIER Classic Vibe '60s Jaguar LRL Silver Sparkle,FENDER,110.0,22,6,25.5,Stratocaster,клён
EPIPHONE Les Paul Prophecy Olive Tiger,EPIPHONE,174.0,24,6,26.5,Stratocaster,ольха
FENDER SQUIER Affinity Telecaster HH LRL MOR,FENDER,57.0,24,6,26.5,Superstrat,клён
STERLING Majesty Iced Crimson Red,STERLING,168.2,22,6,25.5,Superstrat,красное дерево
SCHECTER DEMON-8 VWHT,SCHECTER,60.99,24,6,26.5,Stratocaster,тополь
SCHECTER SUN VALLEY SUPER SHREDDER FR S SBK,SCHECTER,90.99,24,6,25.5,Modern stat,ольха
SCHECTER REAPER-6 CHARCOAL BURST,SCHECTER,81.99,24,6,24.5,Stratocaster,клён
SCHECTER DEMON-6 FR CRB,SCHECTER,56.5,24,6,25.5,Superstrat,ольха
SCHECTER C-6 DELUXE SWHT,SCHECTER,35.75,22,6,24.5,Modern stat,тополь
SCHECTER REAPER-7 MS SKYBURST,SCHECTER,107.35,22,6,25.5,Superstrat,ясень
IBANEZ RG5121ET-PRT,IBANEZ,321.0,24,6,24.5,Superstrat,клён
SCHECTER OMEN-7 WSN,SCHECTER,47.99,24,6,25.5,Modern stat,тополь
SCHECTER C-8 DELUXE SBK L/H,SCHECTER,52.85,22,6,24.5,Modern stat,клён
ARIA JET-B TONE 3TS,ARIA,28.5,22,6,25.5,Stratocaster,клён
SCHECTER AVENGER EXOTIC SPALTED MAPLE,SCHECTER,97.99,22,6,24.5,другая форма,красное дерево
ARIA ARIA-101CE MTBK,ARIA,25.4,22,6,25.5,Modern stat,тополь
SCHECTER MV-6 GBLK,SCHECTER,93.49,24,6,25.5,Superstrat,красное дерево
SCHECTER C-7 DELUXE SWHT,SCHECTER,40.79,22,6,25.5,Superstrat,красное дерево
JET JS-400 BK G,JET,27.05,22,6,25.5,Stratocaster,липа
STAGG SEL-HB90 CHERRY,STAGG,19.85,22,6,25.5,Stratocaster,тополь
JET JT-350 BSC,JET,27.85,24,6,25.5,Telecaster,липа
IBANEZ GRX120SP-PBL,IBANEZ,25.9,22,6,24.5,Stratocaster,ольха
IBANEZ Q52PE-NTF,IBANEZ,136.0,22,6,24.5,Superstrat,клён
Sire T7 3TS,Sire,63.99,24,6,25.5,Modern stat,красное дерево
EPIPHONE Les Paul Modern Graphite Black,EPIPHONE,123.0,24,6,25.5,Modern stat,клён
EPIPHONE Les Paul Standard 60s Bourbon Burst,EPIPHONE,117.0,22,6,26.5,Les paul,красное дерево
EPIPHONE Les Paul Standard 60s Iced Tea,EPIPHONE,117.0,24,6,25.5,Modern stat,красное дерево
IBANEZ AZ2203N-ATQ,IBANEZ,224.0,22,6,24.5,Stratocaster,ольха
SCHECTER OMEN EXTREME-6 LH BCH,SCHECTER,53.55,22,6,25.5,Superstrat,клён
SCHECTER SGR BANSHEE-6 WSN,SCHECTER,27.99,24,6,25.5,Modern stat,ольха
SCHECTER SGR C-1 MSBK,SCHECTER,27.39,22,6,24.5,Modern stat,клён
SCHECTER REAPER-6 ELITE BB,SCHECTER,134.5,24,6,24.5,Stratocaster,красное дерево
JET JS-450 TGR R,JET,40.65,24,6,24.5,Modern stat,клён
Burny RSA70 CR,Burny,75.99,22,6,24.5,Modern stat,клён
SCHECTER OMEN EXTREME-7 BCH,SCHECTER,55.79,24,6,25.5,Superstrat,тополь
FENDER ERIC CLAPTON STRATOCASTER MN OLYMPIC WHITE,FENDER,365.0,24,6,26.5,Stratocaster,ольха
IBANEZ GB10 BROWN SUNBURST,IBANEZ,341.0,22,6,24.75,Superstrat,ель
IBANEZ GB10 NT,IBANEZ,341.0,24,6,24.75,Superstrat,клён
FENDER BUDDY GUY STANDARD Stratocaster,FENDER,179.0,24,6,25.5,Stratocaster,ольха
WASHBURN RX12-MB,WASHBURN,8.798,24,6,25.5,Superstrat,липа
JACKSON PRO Randy Rhoads RRT-3 Ivory,JACKSON,194.0,24,6,25.5,Superstrat,ольха
"GIBSON USA LES PAUL STANDARD 2015 HERITAGE CHERRY SUNBURST электрогитара с кейсом, цвет красный санбёрст",GIBSON,533.0,24,6,26.5,Stratocaster,тополь
LGB300-VYS,LGB300-VYS,414.0,22,6,24.7,Modern stat,клён
PM200-NT,PM200-NT,347.0,22,6,24.7,Modern stat,клён
AT100CL-SB,AT100CL-SB,300.0,24,6,25.5,Superstrat,ольха
LGB30-NT,LGB30-NT,147.0,22,6,24.7,Stratocaster,клён
JSM10-VYS,JSM10-VYS,151.0,22,6,24.7,Stratocaster,клён
PS120-BK,PS120-BK,123.0,24,6,24.7,Modern stat,красное дерево
FENDER AM PRO STRAT MN 3TS,FENDER,268.0,22,6,25.5,Stratocaster,ольха
FENDER AM PRO TELE MN 3TS,FENDER,252.0,24,6,25.5,Telecaster,ольха
JACKSON USA Dinky DK1 Black,JACKSON,515.0,22,6,25.5,Superstrat,ольха
JACKSON X Randy Rhoads RRX24M Snow White,JACKSON,164.0,22,6,25.5,Modern stat,липа
CHARVEL USA Select San Dimas Style 1 HSS FR Torino Red,CHARVEL,343.0,22,6,25.5,Superstrat,ольха
GRETSCH G5420T Electromatic Hollow Body Bigsby Orange Stain,GRETSCH,168.0,24,6,24.6,Superstrat,клён
GRETSCH G5191BK Tim Armstrong Signature Electromatic Hollow Body Flat Black,GRETSCH,263.0,22,6,24.33,Stratocaster,клён
GRETSCH G5191BK Tim Armstrong Signature Electromatic Hollow Body Left-Handed Flat Black,GRETSCH,270.0,24,6,24.33,Modern stat,клён
EPIPHONE SG-Special VE Vintage Sunburst,EPIPHONE,31.0,22,6,24.75,Sg,тополь
Swing P-2-LH-2TS,Swing,19.299,22,6,26.5,Superstrat,ольха
JACKSON X Adrian Smith San Dimas SDXQ Trans Green,JACKSON,116.0,24,6,25.5,Superstrat,липа
IBANEZ JSM20-BKL,IBANEZ,138.0,24,6,24.7,Stratocaster,клён
FENDER American Original '50s Stratocaster MN 2-Color Sunburst,FENDER,260.0,22,6,25.5,Stratocaster,ольха
FENDER American Original '50s Stratocaster MN White Blonde,FENDER,278.0,24,6,25.5,Stratocaster,ольха
FENDER American Original '60s Stratocaster RW 3-Color Sunburst,FENDER,260.0,22,6,25.5,Stratocaster,ольха
FENDER American Original '60s Telecaster RW 3-Color Sunburst,FENDER,267.0,22,6,25.5,Telecaster,ольха
FENDER American Original '60s Telecaster RW Lake Placid Blue,FENDER,267.0,24,6,25.5,Telecaster,ольха
FENDER American Original '60s Jaguar RW Surf Green,FENDER,278.0,24,6,25.5,Jaguar,ольха
FENDER SQUIER BULLET Stratocaster Arctic White,FENDER,31.0,22,6,25.5,Modern stat,липа
FENDER SQUIER AFFINITY TELE RCR,FENDER,37.0,24,6,25.5,Telecaster,ольха
FENDER SQUIER BULLET Stratocaster HT Black,FENDER,35.0,24,6,25.5,Stratocaster,липа
FENDER SQUIER BULLET Stratocaster HSS HT Arctic White,FENDER,31.0,22,6,25.5,Superstrat,липа
"GRETSCH G9220 Bobtail Round-Neck A.E., Mahogany Body Spider Cone Resonator Guitar, FISHMAN Nashville Resonator Pickup, 2-Color Sunburst",GRETSCH,126.0,22,6,26.5,резонаторный,красное дерево
GODIN 030286 A6 Ultra Cognac Burst HG,GODIN,163.38,24,6,25.5,Modern stat,клён
FENDER PLAYER Stratocaster PF Black,FENDER,114.0,24,6,25.5,Stratocaster,ольха
FENDER PLAYER Stratocaster Plus Top PF Tobacco Sunburst,FENDER,123.0,22,6,25.5,Stratocaster,ольха
FENDER PLAYER Stratocaster HSS Plus Top MN Aged Cherry Burst,FENDER,128.0,24,6,25.5,Stratocaster,ольха
FENDER PLAYER Stratocaster HSS Plus Top PF Tobacco Sunburst,FENDER,128.0,24,6,25.5,Stratocaster,ольха
FENDER PLAYER Telecaster MN Tidepool,FENDER,114.0,24,6,25.5,Superstrat,ольха
Dean CZONE CBK PK,Dean,52.696,22,6,25.5,Superstrat,павловния
Dean ICONX CBK,Dean,57.281,24,6,24.75,Stratocaster,липа
Dean ICONX SGD,Dean,57.281,22,6,24.75,Modern stat,липа
Dean MAB RLC,Dean,87.078,24,6,24.75,Superstrat,липа
Dean MAS TYRANTX WAR,Dean,64.302,24,6,24.75,Flying-v,липа
Dean MS RETRO RDBK,Dean,91.662,22,6,24.75,Flying-v,красное дерево
Dean V 79 TBZ,Dean,101.99,22,6,24.75,Flying-v,красное дерево
Dean VMNT AOD,Dean,223.375,24,6,25.5,Flying-v,красное дерево
Dean VMNT LTD TGE,Dean,206.291,24,6,25.5,Flying-v,красное дерево
Dean VMNT MAXWHEEL,Dean,137.506,22,6,25.5,Flying-v,красное дерево
Dean VXL CBK,Dean,53.768,24,6,24.75,Flying-v,липа
"FENDER SQUIER Stratocaster Pack Brown Sunburst, Gig Bag, Frontman 10G",FENDER,49.0,22,6,25.5,Stratocaster,тополь
Godin 041640 Summit Classic HB Black HG,Godin,208.0,22,6,24.75,Modern stat,красное дерево
Godin 036622 Montreal Premiere Sunburst RN HG,Godin,277.14,24,6,24.75,Superstrat,вишня
Godin 032327 5th Avenue CW Kingpin II Cognac Burst,Godin,141.54,22,6,24.8,Stratocaster,вишня
Godin 022892 LGXT Black Pearl HG,Godin,253.15,24,6,25.5,Stratocaster,клён
Godin 046942 Stadium `59 Desert Green MN,Godin,170.62,22,6,25.5,Superstrat,липа
Godin 046959 Stadium `59 Desert Green RN,Godin,170.62,24,6,25.5,Modern stat,липа
Godin 039074 Montreal Premiere TriplePlay Sunburst HG,Godin,243.36,22,6,24.75,Superstrat,клён
Godin 042609 Summit Classic Supreme LTD Cherry Burst Flame,Godin,381.29,22,6,24.75,Modern stat,красное дерево
Godin 039289 5th Avenue CW Kingpin II HB Cognac Burst,Godin,141.54,22,6,24.8,Superstrat,вишня
FENDER American Performer Telecaster HUMBUCKING RW SATIN SURF GREEN,FENDER,243.0,24,6,25.5,Telecaster,ольха
FENDER American Performer Telecaster HUMBUCKING MN 3-COLOR SUNBURST,FENDER,243.0,22,6,25.5,Telecaster,ольха
FENDER American Performer Telecaster HUMBUCKING MN VINTAGE WHITE,FENDER,243.0,22,6,25.5,Telecaster,ольха
FENDER American Performer Jazzmaster RW SATIN LAKE PLACID BLUE,FENDER,249.0,22,6,25.5,Jazzmaster,ольха
FENDER American Performer MUSTANG RW VINTAGE WHITE,FENDER,235.0,24,6,24.0,Mustang,ольха
IBANEZ GRX40-TFB,IBANEZ,26.4,24,6,25.5,Superstrat,тополь
IBANEZ RG5328-LDK,IBANEZ,212.0,24,6,27.0,Stratocaster,ясень
IBANEZ ATZ100-SBT,IBANEZ,282.0,22,6,26.5,Stratocaster,ольха
"EVH WG STD, BKD M FB, MIDNIGHT SNST",EVH,109.0,22,6,26.5,Modern stat,клён
GRETSCH G2420T Streamliner Hollow Body Candy Apple Red,GRETSCH,113.0,22,6,24.75,Modern stat,клён
GRETSCH G2420T Streamliner Hollow Body Gold Dust,GRETSCH,75.0,22,6,24.75,Modern stat,клён
GRETSCH G2622T Streamliner Center Block Torino Red,GRETSCH,75.0,24,6,25.5,Superstrat,тополь
JACKSON PRO Misha Mansoor Juggernaut HT6 Chlorine Burst,JACKSON,174.0,24,6,25.5,Superstrat,липа
JACKSON PRO Misha Mansoor Juggernaut HT6 Satin Black,JACKSON,178.0,24,6,25.5,Superstrat,липа
JACKSON PRO Dinky DK2 HT Natural,JACKSON,178.0,24,6,25.5,Superstrat,красное дерево
JACKSON PRO Soloist SL2Q Desert Sunset Sky,JACKSON,240.0,24,6,25.5,Superstrat,красное дерево
CHARVEL PM SC1 HH FR EBN - D PRPL MET,CHARVEL,209.0,24,6,25.5,Stratocaster,ольха
FENDER JIMMY PAGE Telecaster MIRROR RW White Blonde,FENDER,403.0,22,6,25.5,Telecaster,ясень
FENDER SQUIER Classic Vibe 70s Stratocaster LRL Natural,FENDER,63.0,24,6,25.5,Modern stat,тополь
FENDER SQUIER Classic Vibe 70s Stratocaster HSS LH MN Black,FENDER,62.0,22,6,25.5,Stratocaster,тополь
FENDER SQUIER Classic Vibe 60s Jazzmaster LRL Sonic Blue,FENDER,63.0,24,6,25.5,Jazzmaster,тополь
